"SubjectID","ProblemID","StartOrder","FirstCorrect","EverCorrect","UsedHint","Attempts"
"S011","helloWorld",1793,FALSE,TRUE,FALSE,4
"S011","doubleX",1797,TRUE,TRUE,FALSE,1
"S011","raiseToPower",1798,TRUE,TRUE,FALSE,1
"S011","convertToDegrees",1799,TRUE,TRUE,FALSE,1
"S011","isPunctuation",1800,FALSE,FALSE,TRUE,3
"S011","findRoot",1806,FALSE,FALSE,FALSE,1
"S011","leftoverCandy",1807,TRUE,TRUE,FALSE,1
"S011","intToFloat",1808,TRUE,TRUE,FALSE,1
"S011","howManyEggCartons",1809,TRUE,TRUE,FALSE,1
"S011","kthDigit",1810,FALSE,FALSE,FALSE,3
"S011","nearestBusStop",1813,FALSE,FALSE,FALSE,2
"S011","backwardsCombine",1815,TRUE,TRUE,FALSE,1
"S011","firstAndLast",1816,FALSE,TRUE,TRUE,13
"S011","singlePigLatin",1831,FALSE,TRUE,FALSE,2
"S011","overNineThousand",1835,TRUE,TRUE,FALSE,1
"S011","hasTwoDigits",1836,FALSE,TRUE,FALSE,2
"S011","canDrinkAlcohol",1838,FALSE,TRUE,FALSE,3
"S011","isEvenPositiveInt",1841,TRUE,TRUE,FALSE,1
"S011","oneToN",1850,FALSE,FALSE,FALSE,11
"S014","helloWorld",1484,FALSE,TRUE,FALSE,2
"S014","doubleX",1486,TRUE,TRUE,FALSE,1
"S014","raiseToPower",1487,TRUE,TRUE,FALSE,1
"S014","convertToDegrees",1488,FALSE,TRUE,FALSE,2
"S014","isPunctuation",1490,FALSE,TRUE,TRUE,2
"S014","findRoot",1493,FALSE,FALSE,FALSE,3
"S014","intToFloat",2405,TRUE,TRUE,FALSE,1
"S014","leftoverCandy",2409,FALSE,TRUE,FALSE,2
"S014","howManyEggCartons",2412,FALSE,FALSE,TRUE,13
"S014","kthDigit",2437,FALSE,FALSE,TRUE,3
"S020","helloWorld",1144,FALSE,TRUE,FALSE,2
"S020","doubleX",1150,TRUE,TRUE,FALSE,1
"S020","raiseToPower",1151,TRUE,TRUE,FALSE,1
"S020","convertToDegrees",2162,TRUE,TRUE,FALSE,1
"S020","isPunctuation",2163,FALSE,FALSE,TRUE,18
"S020","findRoot",2199,TRUE,TRUE,FALSE,1
"S020","intToFloat",2200,TRUE,TRUE,FALSE,1
"S020","leftoverCandy",2201,TRUE,TRUE,FALSE,1
"S020","howManyEggCartons",2202,FALSE,FALSE,FALSE,3
"S020","kthDigit",2205,FALSE,FALSE,FALSE,5
"S020","nearestBusStop",2948,FALSE,TRUE,FALSE,6
"S020","backwardsCombine",2954,TRUE,TRUE,FALSE,1
"S020","firstAndLast",2955,FALSE,TRUE,FALSE,2
"S020","singlePigLatin",2957,TRUE,TRUE,FALSE,1
"S020","overNineThousand",2958,FALSE,FALSE,TRUE,1
"S020","hasTwoDigits",2960,FALSE,FALSE,FALSE,1
"S023","canDrinkAlcohol",1351,FALSE,FALSE,FALSE,3
"S034","helloWorld",1180,FALSE,TRUE,TRUE,4
"S034","doubleX",1186,FALSE,TRUE,TRUE,2
"S034","raiseToPower",1189,FALSE,TRUE,TRUE,2
"S034","convertToDegrees",1192,FALSE,FALSE,TRUE,3
"S034","canDrinkAlcohol",1893,FALSE,TRUE,FALSE,3
"S034","isEvenPositiveInt",1896,FALSE,FALSE,FALSE,10
"S049","helloWorld",1938,TRUE,TRUE,FALSE,1
"S049","doubleX",1939,TRUE,TRUE,FALSE,1
"S049","raiseToPower",1940,TRUE,TRUE,FALSE,1
"S049","convertToDegrees",1941,FALSE,TRUE,FALSE,4
"S049","isPunctuation",1945,FALSE,TRUE,FALSE,2
"S049","findRoot",1970,TRUE,TRUE,FALSE,1
"S049","intToFloat",1975,TRUE,TRUE,FALSE,1
"S049","leftoverCandy",1978,FALSE,TRUE,FALSE,7
"S049","howManyEggCartons",2037,FALSE,FALSE,FALSE,14
"S049","backwardsCombine",2884,FALSE,FALSE,FALSE,1
"S053","helloWorld",2245,TRUE,TRUE,FALSE,1
"S053","doubleX",2246,TRUE,TRUE,FALSE,1
"S053","raiseToPower",2247,TRUE,TRUE,FALSE,1
"S053","convertToDegrees",2248,FALSE,TRUE,FALSE,2
"S053","isPunctuation",2253,FALSE,FALSE,TRUE,5
"S053","findRoot",2269,FALSE,TRUE,FALSE,3
"S053","intToFloat",2273,FALSE,TRUE,TRUE,2
"S053","leftoverCandy",2277,FALSE,TRUE,FALSE,2
"S053","howManyEggCartons",2279,FALSE,FALSE,TRUE,8
"S053","kthDigit",2289,FALSE,TRUE,FALSE,4
"S053","nearestBusStop",2293,FALSE,TRUE,TRUE,2
"S053","backwardsCombine",2296,TRUE,TRUE,FALSE,1
"S053","firstAndLast",2298,TRUE,TRUE,FALSE,1
"S053","singlePigLatin",2299,FALSE,TRUE,TRUE,8
"S053","overNineThousand",2308,TRUE,TRUE,FALSE,1
"S053","hasTwoDigits",2309,TRUE,TRUE,FALSE,1
"S053","canDrinkAlcohol",2310,FALSE,TRUE,FALSE,2
"S053","isEvenPositiveInt",2312,FALSE,TRUE,TRUE,18
"S053","oneToN",2333,FALSE,TRUE,TRUE,9
"S054","helloWorld",1762,FALSE,TRUE,FALSE,2
"S054","doubleX",1765,TRUE,TRUE,FALSE,1
"S054","raiseToPower",1766,FALSE,TRUE,FALSE,2
"S054","convertToDegrees",1768,FALSE,FALSE,FALSE,3
"S054","isPunctuation",1771,FALSE,FALSE,FALSE,5
"S054","intToFloat",1776,TRUE,TRUE,FALSE,1
"S054","howManyEggCartons",1777,FALSE,FALSE,FALSE,10
"S054","leftoverCandy",1778,TRUE,TRUE,FALSE,1
"S058","helloWorld",1409,TRUE,TRUE,FALSE,1
"S058","backwardsCombine",1410,TRUE,TRUE,FALSE,1
"S058","firstAndLast",2034,TRUE,TRUE,FALSE,1
"S058","intToFloat",2066,TRUE,TRUE,FALSE,1
"S058","doubleX",2068,TRUE,TRUE,FALSE,1
"S058","raiseToPower",2069,TRUE,TRUE,FALSE,1
"S058","convertToDegrees",2071,TRUE,TRUE,FALSE,1
"S058","findRoot",2072,FALSE,TRUE,FALSE,5
"S058","leftoverCandy",2098,TRUE,TRUE,FALSE,1
"S058","howManyEggCartons",2100,FALSE,FALSE,FALSE,1
"S062","helloWorld",2704,FALSE,TRUE,FALSE,4
"S062","doubleX",2709,FALSE,TRUE,FALSE,2
"S062","raiseToPower",2712,TRUE,TRUE,FALSE,1
"S062","convertToDegrees",2714,FALSE,FALSE,FALSE,2
"S062","isPunctuation",2716,FALSE,FALSE,TRUE,0
"S062","findRoot",2719,FALSE,FALSE,TRUE,7
"S062","intToFloat",2728,FALSE,FALSE,FALSE,1
"S062","leftoverCandy",2729,FALSE,TRUE,FALSE,3
"S062","howManyEggCartons",2731,FALSE,FALSE,FALSE,6
"S062","kthDigit",2738,FALSE,FALSE,TRUE,14
"S072","helloWorld",2501,TRUE,TRUE,FALSE,1
"S072","raiseToPower",2503,TRUE,TRUE,FALSE,1
"S072","doubleX",2504,TRUE,TRUE,FALSE,1
"S072","convertToDegrees",2505,FALSE,TRUE,FALSE,5
"S072","isPunctuation",2515,FALSE,FALSE,FALSE,2
"S072","findRoot",2517,TRUE,TRUE,FALSE,1
"S072","intToFloat",2524,TRUE,TRUE,FALSE,1
"S072","leftoverCandy",2539,TRUE,TRUE,FALSE,1
"S072","howManyEggCartons",2558,FALSE,FALSE,FALSE,6
"S072","kthDigit",2598,FALSE,FALSE,FALSE,1
"S072","nearestBusStop",2618,FALSE,TRUE,FALSE,2
"S072","backwardsCombine",2630,TRUE,TRUE,FALSE,1
"S072","firstAndLast",2634,TRUE,TRUE,FALSE,1
"S072","singlePigLatin",2638,FALSE,TRUE,FALSE,3
"S072","overNineThousand",2643,TRUE,TRUE,FALSE,1
"S072","hasTwoDigits",2644,FALSE,TRUE,FALSE,2
"S072","canDrinkAlcohol",2646,FALSE,TRUE,FALSE,4
"S072","oneToN",2671,FALSE,TRUE,FALSE,2
"S074","helloWorld",1650,TRUE,TRUE,FALSE,1
"S074","doubleX",1651,TRUE,TRUE,FALSE,1
"S074","raiseToPower",1652,TRUE,TRUE,FALSE,1
"S074","convertToDegrees",1653,FALSE,FALSE,TRUE,1
"S085","helloWorld",1916,TRUE,TRUE,FALSE,1
"S085","doubleX",1917,TRUE,TRUE,FALSE,1
"S085","raiseToPower",1918,TRUE,TRUE,FALSE,1
"S085","convertToDegrees",1919,FALSE,FALSE,FALSE,1
"S085","findRoot",1920,TRUE,TRUE,FALSE,1
"S085","leftoverCandy",1921,TRUE,TRUE,FALSE,1
"S085","intToFloat",1922,TRUE,TRUE,FALSE,1
"S085","howManyEggCartons",1924,FALSE,FALSE,FALSE,2
"S085","kthDigit",1926,FALSE,TRUE,FALSE,7
"S089","raiseToPower",1694,TRUE,TRUE,FALSE,1
"S089","convertToDegrees",1695,FALSE,FALSE,TRUE,2
"S089","isPunctuation",1698,FALSE,FALSE,FALSE,2
"S089","intToFloat",1699,TRUE,TRUE,FALSE,1
"S089","leftoverCandy",1700,TRUE,TRUE,FALSE,1
"S089","howManyEggCartons",1701,FALSE,FALSE,TRUE,10
"S089","kthDigit",1712,FALSE,FALSE,FALSE,3
"S089","nearestBusStop",1715,FALSE,FALSE,FALSE,2
"S089","backwardsCombine",1717,FALSE,TRUE,FALSE,5
"S089","firstAndLast",1722,FALSE,FALSE,TRUE,25
"S089","singlePigLatin",1867,FALSE,FALSE,TRUE,3
"S089","overNineThousand",1871,TRUE,TRUE,FALSE,1
"S089","hasTwoDigits",1872,FALSE,FALSE,FALSE,10
"S089","canDrinkAlcohol",1882,FALSE,FALSE,FALSE,2
"S089","isEvenPositiveInt",1884,FALSE,FALSE,FALSE,2
"S089","helloWorld",1886,TRUE,TRUE,FALSE,1
"S089","doubleX",1887,TRUE,TRUE,FALSE,1
"S089","findRoot",1889,FALSE,FALSE,FALSE,4
"S107","helloWorld",2402,FALSE,FALSE,FALSE,3
"S110","helloWorld",1005,TRUE,TRUE,FALSE,1
"S110","doubleX",1007,TRUE,TRUE,FALSE,1
"S110","raiseToPower",1009,TRUE,TRUE,FALSE,1
"S110","convertToDegrees",1022,FALSE,TRUE,FALSE,2
"S110","isPunctuation",1030,FALSE,FALSE,FALSE,2
"S110","leftoverCandy",1203,TRUE,TRUE,FALSE,1
"S110","intToFloat",1347,TRUE,TRUE,FALSE,1
"S112","doubleX",2222,TRUE,TRUE,FALSE,1
"S112","helloWorld",2223,TRUE,TRUE,FALSE,1
"S117","canDrinkAlcohol",2608,FALSE,FALSE,FALSE,1
"S127","helloWorld",3035,TRUE,TRUE,FALSE,1
"S127","doubleX",3037,TRUE,TRUE,FALSE,1
"S127","raiseToPower",3038,TRUE,TRUE,FALSE,1
"S127","convertToDegrees",3039,FALSE,FALSE,FALSE,2
"S127","intToFloat",3041,TRUE,TRUE,FALSE,1
"S127","findRoot",3042,TRUE,TRUE,FALSE,1
"S127","howManyEggCartons",3043,FALSE,FALSE,FALSE,4
"S127","leftoverCandy",3044,TRUE,TRUE,FALSE,1
"S127","singlePigLatin",3055,FALSE,TRUE,FALSE,2
"S127","overNineThousand",3057,FALSE,FALSE,TRUE,7
"S127","hasTwoDigits",3067,FALSE,TRUE,FALSE,4
"S127","canDrinkAlcohol",3071,FALSE,FALSE,TRUE,3
"S127","isEvenPositiveInt",3072,FALSE,FALSE,FALSE,2
"S127","oneToN",3080,TRUE,TRUE,FALSE,1
"S132","helloWorld",1436,FALSE,TRUE,FALSE,2
"S132","raiseToPower",1439,TRUE,TRUE,FALSE,1
"S132","doubleX",1440,TRUE,TRUE,FALSE,1
"S132","convertToDegrees",1441,TRUE,TRUE,FALSE,1
"S132","isPunctuation",1442,FALSE,FALSE,TRUE,13
"S132","findRoot",1752,FALSE,FALSE,FALSE,2
"S132","intToFloat",1754,TRUE,TRUE,FALSE,1
"S132","leftoverCandy",1755,FALSE,TRUE,FALSE,3
"S132","howManyEggCartons",1759,FALSE,TRUE,FALSE,8
"S132","kthDigit",1853,TRUE,TRUE,FALSE,1
"S132","nearestBusStop",1933,FALSE,FALSE,FALSE,1
"S132","backwardsCombine",1934,TRUE,TRUE,FALSE,1
"S132","firstAndLast",1935,FALSE,TRUE,FALSE,7
"S132","singlePigLatin",2086,FALSE,FALSE,FALSE,8
"S132","overNineThousand",2094,TRUE,TRUE,FALSE,1
"S132","hasTwoDigits",2095,FALSE,FALSE,FALSE,3
"S132","canDrinkAlcohol",3026,FALSE,TRUE,FALSE,3
"S139","helloWorld",2781,TRUE,TRUE,FALSE,1
"S139","doubleX",2782,TRUE,TRUE,FALSE,1
"S139","raiseToPower",2783,TRUE,TRUE,FALSE,1
"S148","helloWorld",971,TRUE,TRUE,FALSE,1
"S148","doubleX",972,TRUE,TRUE,FALSE,1
"S148","raiseToPower",973,TRUE,TRUE,FALSE,1
"S148","convertToDegrees",1065,FALSE,FALSE,FALSE,2
"S150","helloWorld",1214,FALSE,TRUE,FALSE,2
"S150","doubleX",1219,TRUE,TRUE,FALSE,1
"S150","raiseToPower",1223,FALSE,TRUE,FALSE,6
"S150","convertToDegrees",1229,FALSE,FALSE,FALSE,3
"S150","isPunctuation",1232,FALSE,FALSE,FALSE,2
"S150","oneToN",1234,FALSE,FALSE,FALSE,23
"S150","findRoot",1252,FALSE,TRUE,FALSE,2
"S150","intToFloat",1254,TRUE,TRUE,FALSE,1
"S150","leftoverCandy",1255,FALSE,TRUE,FALSE,4
"S150","howManyEggCartons",1259,FALSE,FALSE,FALSE,11
"S150","kthDigit",1270,FALSE,TRUE,FALSE,2
"S150","backwardsCombine",1272,FALSE,TRUE,FALSE,6
"S150","singlePigLatin",1278,FALSE,FALSE,FALSE,9
"S150","firstAndLast",1281,FALSE,TRUE,FALSE,6
"S150","overNineThousand",1284,TRUE,TRUE,FALSE,1
"S150","hasTwoDigits",1285,FALSE,TRUE,FALSE,3
"S150","canDrinkAlcohol",1288,FALSE,TRUE,FALSE,5
"S150","isEvenPositiveInt",1289,FALSE,TRUE,FALSE,5
"S150","nearestBusStop",1306,FALSE,FALSE,FALSE,1
"S175","helloWorld",2451,TRUE,TRUE,FALSE,1
"S175","doubleX",2454,TRUE,TRUE,FALSE,1
"S175","intToFloat",2459,TRUE,TRUE,FALSE,1
"S175","backwardsCombine",2460,TRUE,TRUE,FALSE,1
"S175","firstAndLast",2461,TRUE,TRUE,FALSE,1
"S175","singlePigLatin",2465,FALSE,TRUE,TRUE,6
"S175","overNineThousand",2483,FALSE,FALSE,FALSE,1
"S175","hasTwoDigits",2487,FALSE,FALSE,TRUE,6
"S175","isEvenPositiveInt",2776,FALSE,FALSE,FALSE,3
"S180","helloWorld",1316,FALSE,FALSE,TRUE,10
"S180","doubleX",1323,TRUE,TRUE,FALSE,1
"S180","raiseToPower",1324,TRUE,TRUE,FALSE,1
"S180","convertToDegrees",1325,FALSE,FALSE,TRUE,0
"S180","isPunctuation",1330,FALSE,FALSE,TRUE,0
"S180","backwardsCombine",2228,FALSE,FALSE,FALSE,4
"S180","singlePigLatin",2232,FALSE,FALSE,FALSE,2
"S181","kthDigit",1139,FALSE,FALSE,FALSE,4
"S187","helloWorld",2156,TRUE,TRUE,FALSE,1
"S187","doubleX",2157,TRUE,TRUE,FALSE,1
"S187","raiseToPower",2158,TRUE,TRUE,FALSE,1
"S187","convertToDegrees",2159,FALSE,FALSE,FALSE,1
"S187","intToFloat",2682,TRUE,TRUE,FALSE,1
"S187","leftoverCandy",2683,FALSE,TRUE,FALSE,2
"S187","backwardsCombine",2685,TRUE,TRUE,FALSE,1
"S187","firstAndLast",2686,FALSE,FALSE,FALSE,4
"S187","canDrinkAlcohol",2690,FALSE,TRUE,FALSE,3
"S187","oneToN",2695,FALSE,FALSE,FALSE,4
"S194","helloWorld",2406,TRUE,TRUE,FALSE,1
"S194","doubleX",2407,TRUE,TRUE,FALSE,1
"S194","raiseToPower",2408,TRUE,TRUE,FALSE,1
"S194","convertToDegrees",2410,FALSE,FALSE,TRUE,2
"S194","isPunctuation",2423,FALSE,FALSE,TRUE,0
"S198","helloWorld",1354,FALSE,TRUE,FALSE,3
"S201","helloWorld",2754,TRUE,TRUE,FALSE,1
"S201","doubleX",2756,TRUE,TRUE,FALSE,1
"S201","raiseToPower",2757,TRUE,TRUE,FALSE,1
"S201","convertToDegrees",2758,FALSE,TRUE,TRUE,1
"S201","isPunctuation",2760,FALSE,FALSE,TRUE,5
"S207","helloWorld",1125,FALSE,TRUE,FALSE,9
"S207","doubleX",1133,TRUE,TRUE,FALSE,1
"S207","raiseToPower",1135,TRUE,TRUE,FALSE,1
"S207","convertToDegrees",1136,FALSE,TRUE,FALSE,2
"S207","isPunctuation",1138,FALSE,FALSE,FALSE,1
"S207","intToFloat",1152,FALSE,FALSE,FALSE,1
"S207","leftoverCandy",1153,FALSE,TRUE,FALSE,5
"S331","helloWorld",3105,TRUE,TRUE,FALSE,1
"S331","doubleX",3107,TRUE,TRUE,FALSE,1
"S331","raiseToPower",3108,TRUE,TRUE,FALSE,1
"S334","helloWorld",79,FALSE,TRUE,TRUE,11
"S334","raiseToPower",82,TRUE,TRUE,FALSE,1
"S334","doubleX",111,TRUE,TRUE,FALSE,1
"S334","convertToDegrees",114,FALSE,FALSE,FALSE,2
"S347","helloWorld",379,FALSE,TRUE,TRUE,2
"S347","doubleX",393,TRUE,TRUE,FALSE,1
"S347","raiseToPower",394,TRUE,TRUE,FALSE,1
"S347","convertToDegrees",409,FALSE,TRUE,FALSE,5
"S347","findRoot",419,TRUE,TRUE,FALSE,1
"S347","oneToN",422,FALSE,FALSE,TRUE,16
"S372","helloWorld",829,TRUE,TRUE,FALSE,1
"S372","doubleX",830,TRUE,TRUE,FALSE,1
"S372","raiseToPower",831,FALSE,TRUE,FALSE,2
"S372","convertToDegrees",833,FALSE,TRUE,FALSE,2
"S372","findRoot",835,FALSE,TRUE,FALSE,2
"S372","intToFloat",837,TRUE,TRUE,FALSE,1
"S372","leftoverCandy",838,TRUE,TRUE,FALSE,1
"S372","howManyEggCartons",839,TRUE,TRUE,FALSE,1
"S372","kthDigit",840,FALSE,TRUE,FALSE,4
"S372","nearestBusStop",848,FALSE,FALSE,FALSE,4
"S372","overNineThousand",852,TRUE,TRUE,FALSE,1
"S372","hasTwoDigits",853,TRUE,TRUE,FALSE,1
"S372","canDrinkAlcohol",854,FALSE,TRUE,FALSE,3
"S372","isEvenPositiveInt",860,TRUE,TRUE,FALSE,1
"S372","oneToN",908,FALSE,TRUE,FALSE,3
"S372","backwardsCombine",1680,TRUE,TRUE,FALSE,1
"S372","firstAndLast",1681,TRUE,TRUE,FALSE,1
"S372","isPunctuation",1682,TRUE,TRUE,FALSE,1
"S372","singlePigLatin",3085,TRUE,TRUE,FALSE,1
"S374","oneToN",1,FALSE,FALSE,TRUE,7
"S377","doubleX",1143,TRUE,TRUE,FALSE,1
"S378","helloWorld",77,TRUE,TRUE,FALSE,1
"S378","doubleX",78,TRUE,TRUE,FALSE,1
"S397","helloWorld",116,FALSE,TRUE,FALSE,2
"S397","doubleX",118,TRUE,TRUE,FALSE,1
"S399","helloWorld",491,TRUE,TRUE,FALSE,1
"S399","raiseToPower",492,FALSE,TRUE,FALSE,4
"S399","doubleX",496,TRUE,TRUE,FALSE,1
"S399","convertToDegrees",497,FALSE,TRUE,FALSE,3
"S399","findRoot",500,FALSE,FALSE,FALSE,3
"S399","intToFloat",503,TRUE,TRUE,FALSE,1
"S399","leftoverCandy",504,TRUE,TRUE,FALSE,1
